*********************************************************************************************
PROCESO DE SALDADO DE REMANENTES
*********************************************************************************************
---------------------------------------------------------------------------------------------
Área Corregida           FACTURAS TIENDAS
Fecha y Hora de Inicio:  2020-12-21 14:41:44
---------------------------------------------------------------------------------------------
Comienza con Este proceso elimina pequeños saldos pendientes en documentos para que ya no
aparezcan como documentos con saldos pendientes, el proceso recupera los documentos en el
rango de fechas con un pendiente menor o igual al monto Termina con pendiente a eliminar
y los salda con documentos creados para este propósito.
---------------------------------------------------------------------------------------------
Para la realización de este proceso el usuario eligió las siguientes opciones:


Fecha Inicial de la eliminación:2020-01-01

Fecha Final de la eliminación:2020-11-30

Monto pendiente a eliminar:1.00 PESO MEXICANO


                                   				DOCUMENTOS CREADOS CON EL AJUSTE


SERIE AJUSTE    FOLIO AJUSTE    SALDO AJUSTADO    SERIE FACTURA    FOLIO FACTURA    ABONADO    PENDIENTE    FECHA ABONO         CONCEPTO ABONO
AJSG            29                -58.37             FASG             12487            -0.12       0            2020-12-21 14:42:55  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12501            0.7       0            2020-12-21 14:42:56  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12504            -0.25       0            2020-12-21 14:42:56  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12516            -0.2       0            2020-12-21 14:42:56  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12519            0.61       0            2020-12-21 14:42:57  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12521            -0.84       0            2020-12-21 14:42:57  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12522            -0.01       0            2020-12-21 14:42:58  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12523            0.01       0            2020-12-21 14:42:58  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12526            -0.59       0            2020-12-21 14:42:59  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12527            -0.31       0            2020-12-21 14:42:59  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12529            -0.1       0            2020-12-21 14:43:00  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12535            -0.11       0            2020-12-21 14:43:00  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12539            -0.68       0            2020-12-21 14:43:01  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12545            -0.39       0            2020-12-21 14:43:01  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12546            -0.01       0            2020-12-21 14:43:02  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12550            0.1       0            2020-12-21 14:43:02  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12551            0.6       0            2020-12-21 14:43:03  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12557            -0.41       0            2020-12-21 14:43:03  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12562            0.45       0            2020-12-21 14:43:04  ABONO CLIENTE / AJUSTE SALDO

AJSG            29                -58.37             FASG             12565            -0.25       0            2020-12-21 14:43:04  ABONO CLIENTE / AJUSTE SALDO

